domain,use numbers,status(public/private),owner,days,datatime
telezin.com,16,private,gmcgarry,6234,2006-09-21
fpdoctor.com,28,private,robchou,6233,2006-09-02
myfpdoctor.com,20,private,robchou,6231,2006-09-02
myleivina.net,28,private,herkules,6230,2006-09-10
lostindarkness.net,11,private,chronos1337,6230,2006-09-05
carroscertos.com.br,16,private,jtoebe,6227,2006-09-20
jing.com.ar,17,private,jingdns,6225,2006-09-26
holkenbrink.com,17,private,holkenbrink,6224,2006-10-01
emetron.ru,55,private,emetron,6223,2006-09-14
privatedns.org,15440,public,four2theizz0,6222,2006-10-08
telezin.net,15,private,gmcgarry,6220,2006-09-21
afree.eu,20,private,afree,6219,2006-09-07
nickbertrand.com,25,private,nickbertrand,6216,2006-10-13
norola.net,10,private,6844,6214,2006-10-09
hacker.dj,58,private,bumiayu,6212,2006-05-31
tinggoo.net,26,private,tinggoo,6210,2006-10-05
cmbserver.com,17,private,cmbserver,6208,2006-09-24
stdelta.com,40,private,mft3000,6207,2006-10-13
uebersax.li,17,private,chuebersax,6206,2006-10-18
karnaf.info,16,private,karnaf,6203,2006-10-26
kompaniet.nu,248,public,kompaniet,6202,2006-10-27
lost.si,22,private,pataky,6201,2006-10-16
waynehartman.com,39,private,whartman,6200,2006-10-25
youngchurch.org,34,private,philcoffman,6199,2006-10-27
roario.us,13,private,nmichaels,6197,2006-10-05
bejoythomas.com,27,private,tmbejoy,6196,2006-11-02
blue-jade.net,137,private,rdubois,6193,2006-10-27
villalon.cl,18,private,villalon,6191,2006-11-01
jaytex.ca,171,public,frankisphere,6189,2006-10-26
emsolgroup.com,30,private,vaxx,6188,2006-04-08
biskvi.net,22,private,rosell,6186,2006-10-22
kump.si,89,public,rodniy,6186,2006-11-06
it4all.ch,27,private,trax,6184,2006-10-28
fiorinis.com,33,private,sfiorini,6183,2006-11-16
regmi.net.np,21,private,sudip,6182,2006-11-17
yf-oil.com,22,private,idit,6181,2006-10-31
zettelmann.com.ar,29,private,salva86,6180,2006-11-11
nufszone.com,221,public,lutzenheiser,6179,2006-11-16
michaelbrady.net,22,private,sp00n,6178,2006-11-20
krabi-trips.com,21,private,surawit,6177,2006-11-12
hk-petanjci.com,16,private,drejcijecar,6175,2006-10-25
games-with-brains.net,19,private,feyeleanor,6175,2006-11-16
marthawhiting.com,16,private,mattwhiting,6175,2006-11-24
nostradamus.one.pl,12,private,donek,6172,2006-08-02
dabne.es,17,private,dabne,6172,2006-09-15
gotritons.com,22,private,mstickel,6171,2006-11-10
elbeis.de,29,private,strhemo,6170,2006-10-11
piassini.com.ar,21,private,caplp,6170,2006-11-17
christian-action.org,17,private,cahk,6169,2006-11-07
fj0.se,42,private,fj0ttis,6168,2006-08-25
gaytravel-greece.com,34,private,panoskam,6168,2006-12-01
andrewsindustries.com,16,private,andypandy53,6167,2006-11-02
infis.net.ru,102,private,infis,6166,2006-09-30
sumibi.org,422,public,kiyoka,6166,2006-12-02
msxmail.com,33,private,es95pl,6165,2006-11-29
lutzenheiser.com,164,public,lutzenheiser,6164,2006-11-16
paumard.com,223,public,jpaumard,6163,2006-12-05
ductran.com,17,private,ductran,6162,2006-11-07
surf6.net,42,private,surf6ne,6162,2006-12-01
familydeluxe.org,16,private,nallen2200,6161,2006-12-01
forumsrus.com,19,private,yhlbb,6160,2006-12-01
maiku.eu,22,private,mkosan,6159,2006-11-23
windmills-travel.com,66,private,panoskam,6159,2006-12-01
mabest.ch,5,private,trax,6157,2006-11-05
qclab.ru,38,private,dieselltd,6155,2006-06-05
wellcotech.com,40,private,alvinchiu,6155,2006-12-06
situsoft.com,24,private,codebender,6153,2006-11-22
amandaandshawn.com,14,private,shliab,6152,2006-11-28
bluesaturn.com,21,private,claudehoffmann,6152,2006-12-11
kouellet.info,22,private,kouellet,6150,2006-03-09
revitcity.com,120,private,piercedmedia,6150,2006-12-01
expedicionesytrekking.com,155,public,gufe,6148,2006-11-28
kwach.org,21,private,kwachorg,6147,2006-12-14
omicronplexus.com,9,private,shent,6146,2006-12-16
ajhurst.org,78,private,ajhurst,6145,2006-12-19
dutzzu.ro,36,private,dutzzu,6143,2006-05-13
marieblazek.com,273,public,tesla,6143,2006-12-26
rampantplatypus.com,17,private,bjamison,6141,2006-12-26
demak.org,67,private,indsan,6141,2006-12-14
mataylorfamily.net,18,private,ttaylor249,6140,2006-12-08
techatwork.net,26,private,dhaukap,6140,2006-12-20
ereb.us,17,private,dbw,6139,2006-10-15
smelly.cc,446,public,chri1z,6138,2006-12-24
ironcouncil.net,34,private,netcrusher88,6137,2006-12-07
tvx.org,40,private,tesla,6136,2006-12-26
caribbeanpremierhotels.com,144,public,prophetec,6135,2006-12-22
sonix.ro,18,private,sonixlun,6133,2007-01-03
recruitment7.com,195,public,flipmind,6133,2006-12-26
aimless-adventure.com,26,private,viflux,6132,2006-12-16
factor-x.net,22,private,factorx,6130,2007-01-08
lcicba.com.ar,19,private,marcelobusico,6129,2007-01-06
tornoth.com,20,private,tornoth,6128,2006-12-20
dudeson.com,33,private,duder29,6128,2006-12-20
memeyou.net,29,private,memeyou,6127,2006-12-26
ldsmail.co.za,11,private,saintgroup,6126,2007-01-10
matsberger.com,29,private,mberger,6125,2006-07-13
alfa-beta.pt,25,private,alfabeta,6124,2006-09-19
totsrucs.cat,32,private,petiso,6123,2006-10-10
ctrw.net,39,private,ctrwnet,6123,2006-12-27
didovetsnetwork.com,14,private,spudnic123,6122,2006-12-23
activafm.net,11,private,primal,6122,2007-01-07
ropace.co.za,12,private,saintgroup,6121,2007-01-10
vlaciky.com,100,private,sausage,6120,2006-12-26
aiiyah.org,22,private,tail,6120,2007-01-12
mytakeaway.com.au,18,private,spanner,6118,2006-12-27
nikdog.net,15,private,nikdog,6116,2007-01-15
mu9.ch,26,private,nicatmu9,6115,2007-01-22
krneki.biz,70,private,gregamb,6113,2003-12-08
pcmedix.co.za,6,private,saintgroup,6112,2007-01-10
nubelia.com,17,private,ductran,6111,2007-01-27
syjon.net,18,private,tirithck,6108,2007-01-10
speedy-fit.co.uk,52,private,shajazzi,6106,2006-12-03
ericbregan.com,19,private,carlregan,6106,2007-01-27
wurstpelle.ch,15,private,rowo,6105,2007-01-21
simlabs.com.br,20,private,rolfsimoes,6103,2007-02-03
elf.li,63,private,gambit1007,6101,2006-11-30
galuke.com,8,private,argiopedns,6101,2007-01-21
campa.com.ar,24,private,epoxi,6100,2006-04-28
audiobrenner.ch,14,private,nicatmu9,6100,2007-01-22
paranoicobsas.com.ar,13,private,arielyto,6099,2007-01-29
desynch.one.pl,15,private,jariaz,6096,2007-02-04
ehoth.net,16,private,texasmath,6095,2007-01-25
carlosseca.com,16,private,cseca,6094,2007-02-03
haavar.com,26,private,haavar,6093,2007-02-09
bleeker.nom.za,14,private,rbleeker,6091,2007-02-01
modionline.net,23,private,bmodi,6091,2007-02-06
saweko.org,25,private,lov3,6090,2007-02-15
b33r.us,435,public,kaimay,6089,2007-02-13
shinsakukita.com,72,private,skita,6089,2007-02-02
montyjames.com,15,private,mgjames,6086,2007-02-04
deverter.net,29,private,retreved,6085,2007-02-05
achille.com,26,private,chrisachille,6084,2007-02-02
smashing.ws,27,private,smashwar,6083,2007-02-10
ebdojo.com,29,private,starman017,6082,2007-01-24
ftouch.info,17,private,sjenkinson,6081,2007-02-26
tobing.web.id,23,private,martintobing,6081,2006-08-24
blueflux.net,18,private,shawn079,6081,2006-09-17
ftouch.com.au,32,private,sjenkinson,6081,2007-02-18
malepix.net,8,private,jnew1213,6080,2007-02-16
deesaid.org,11,private,deesaid,6079,2007-02-18
deployment.ch,13,private,klibo,6077,2007-02-23
pangoni.com.br,12,private,mpangoni,6076,2006-11-03
toploanbargains.net,18,private,mikechau,6075,2007-03-04
aselive.ro,13,private,iuby,6074,2007-02-23
toploanbargains.info,18,private,mikechau,6073,2007-03-04
gero-net.ch,24,private,jackchlu,6072,2006-12-19
digitalsec.net,10,private,crg,6071,2007-02-20
viiic.net,201,public,temperski,6071,2007-03-07
heliaed.ee,43,private,mait,6070,2007-02-03
bhms.com,202,private,sbtap,6070,2007-03-06
angelscomputer.info,18,private,ladymagikdarknes,6068,2007-03-07
tranz.eu,13,private,deesaid,6067,2007-02-28
toploanbargains.us,18,private,mikechau,6067,2007-03-04
abuser.eu,1440,public,rainmaker,6066,2007-03-13
madaw.net,22,private,smilgy,6066,2007-03-12
toploanbargains.com,20,private,mikechau,6065,2007-03-04
gw.lt,2607,private,wdm,6064,2007-03-14
netmarket.gr,110,public,miclio,6062,2007-03-09
heroinewarrior.com,4032,private,heroineworshippe,6062,2007-03-16
amrit.ch,12,private,nicatmu9,6061,2007-02-15
yairnet.com.ar,28,private,14221422,6060,2006-11-01
quasited.com,28,private,quasited,6060,2007-03-16
mige.web.id,23,private,mige,6059,2007-02-26
ps3linux.eu,16,private,deesaid,6059,2007-03-11
coresoft.ro,22,private,roaxis,6058,2007-01-17
i-nameserver.com,17,private,nameservers,6058,2007-03-10
hellsaints.com.ar,42,private,chailen22,6055,2006-06-12
bryongaskin.net,25,public,bryongaskin,6054,2007-03-09
punk.dj,71,private,plentet,6054,2007-03-15
robot-armies.com,246,public,ninjaofdoom,6053,2007-03-12
blawg.ch,119,public,oliverkunz,6052,2007-03-20
sbindy.com,25,private,randcamp,6051,2007-03-09
dougtreadwell.com,189,public,epicureanideal,6051,2007-03-28
ddoser.org,21,private,ircmafia1,6049,2007-03-24
lazarov.org,45,private,lazcorp,6047,2007-03-26
atwoki.com,21,private,atwokism,6046,2007-03-22
basicnetwork.ro,95,private,apaneagra,6045,2007-03-20
xn--dozr40b.hk,11,private,wrcedc,6045,2007-03-29
countyohio.org,21,private,kb8mde,6043,2007-03-25
al-ahkam.net,18,private,profkamarul,6043,2007-04-01
doobee.ca,32,private,doobee,6042,2007-04-05
j51corp.com,26,private,sprocketq,6041,2007-03-20
xn--eutt0rm6f184ahjq.hk,18,private,wrcedc,6041,2007-03-29
emaw.com.br,17,private,ueno,6039,2007-03-24
shadoxx.net,17,private,wooldrb,6037,2007-04-09
infoudec.org,32,private,patoparadox,6037,2007-03-31
palmon.org,44,private,gpalmon,6036,2007-04-04
texassolarone.com,17,private,tesla,6035,2007-03-30
globster.info,30,private,jocool,6034,2007-04-07
rcel.to,19,private,dons,6033,2007-04-08
antlerartoftheplains.com,4,private,marselmustafin77,6032,2007-04-10
localization.ee,37,private,5p4c3,6031,2007-01-15
crescendo-ro.com,15,private,rococo,6031,2007-04-10
sbinfo.com,168,private,sbtap,6030,2007-04-03
spiralplot.com,7,private,shent,6029,2007-04-02
tuxpat.net,17,private,zenodoto,6029,2007-04-11
xn--3nz149a.hk,16,private,wrcedc,6028,2007-03-29
susanbaerg.com,20,private,harrisoftware,6028,2007-04-10
ms01.com.ar,29,private,maltam,6027,2006-10-19
salman.pk,26,private,salmankhalid,6026,2006-10-23
stromm.com.ar,14,private,leonbart,6026,2007-03-02
nikhil.ws,31,private,nikhilgk,6025,2006-07-12
toploanbargains.biz,15,private,mikechau,6023,2007-03-04
muromachi-industries.info,22,private,dbruce,6022,2007-04-08
joelsteffen.com,24,private,gwarble,6022,2007-04-11
madster.info,33,private,jocool,6021,2007-04-07
dewacabul.com,18,private,herkules,6021,2007-04-20
aytechnology.com,19,private,ayt,6019,2007-03-30
jwayela.co.za,16,private,gballenden,6017,2006-07-20
wiab-service.se,144,public,larshansson,6016,2007-04-11
fascinatingphoto.com,15,private,soupboy,6016,2007-04-30
girofort.com.br,15,private,muriloc,6015,2007-04-26
sp2qbq.com,18,private,marciszr,6015,2007-05-02
black-box.com.ar,24,private,hector65,6014,2007-04-24
matelectricos.com,38,private,matelectricos,6013,2007-04-25
docklander.net,22,private,jmwild,6013,2007-04-30
docklander.com,17,private,jmwild,6011,2007-04-30
bridge-club-hannover.de,172,public,vankin,6010,2007-05-04
keycap.com,17,private,keycap,6009,2007-04-26
nanbean.net,21,private,nanbean,6009,2007-05-09
avocat.fi,11,private,jykkeurho,6006,2007-04-15
digitalsentiment.com,18,private,soupboy,6006,2007-04-30
ahoy.co.il,50,private,ahoy,6005,2007-04-11
wild1.org,22,private,jmwild,6004,2007-05-07
lovelyday.net,40,private,jmwild,5999,2007-05-07
nanang.web.id,17,private,anangss,5998,2007-03-25
thenewgrace.org,26,private,philcoffman,5998,2007-05-13
superizeme.com,133,public,joedelta,5998,2007-05-18
4mcqueens.com,18,private,svm1010,5997,2007-05-17
makesthi.web.id,12,private,pailul,5994,2007-05-11
maquitec.com.ar,16,private,gallende,5993,2007-05-13
dynamai.com,250,public,miked98,5993,2007-05-23
heilpraktikerin-berlin.net,93,public,vankin,5992,2007-05-07
nullish.net,15,private,caphec,5991,2007-05-25
fearpenguins.com,190,private,josephiz,5988,2007-05-28
buber.org.ar,36,private,martinbuber,5987,2007-04-29
itmonger.com,57,private,oobx,5987,2007-05-24
vandykfamily.ca,13,private,avandyk,5985,2007-05-24
gotnil.com,20,private,xous,5982,2007-05-29
viktor.com.br,125,public,viktorsp,5978,2007-05-21
regojo.es,17,private,pvieira,5977,2007-06-10
guiltycubicles.org,17,private,maxious,5976,2007-06-08
agroinvestprojetos.com.br,97,public,diniz,5975,2007-05-21
infinisa.com,21,private,rothwell,5974,2007-06-10
i-nameservers.net,25,private,nameservers,5973,2007-06-03
alicandro.com.ar,14,private,pcanto,5973,2007-06-09
demifinca.com.ar,21,private,quitob,5972,2007-05-22
luckyflowers.co.uk,25,private,jmwild,5971,2007-05-07
soportemdq.com.ar,50,public,dmacena,5970,2007-06-15
gnz.co.il,39,private,ofergolan,5970,2007-06-14
nickelsen.cl,27,private,nickelsen,5969,2007-05-22
toxic-frock.tv,27,private,feyeleanor,5967,2007-06-06
dusche.cc,24,private,murli,5966,2006-12-19
leason.biz,16,private,shawnlawe,5964,2007-06-09
mikrolink.one.pl,17,private,tomku,5960,2007-06-13
tanenbaumchat.org,142,private,tcnsupport,5959,2007-06-28
julianne.net,18,private,fjef,5956,2007-06-29
cronix.com.ar,28,private,kastor,5955,2007-06-14
mojok.org,11,public,neogreen,5955,2007-06-28
tazz.in,19,private,gauravchaturvedi,5954,2007-07-03
nexustech.com.au,23,private,dbryar,5953,2007-06-15
bks-chem.com,23,private,marthen,5953,2007-07-02
reformat.cc,32,private,mreformat,5952,2007-06-18
dial-a-disc.co.nz,10,private,sciadopitys,5950,2007-07-06
buhichan.net,131,public,buhichan,5948,2007-06-29
blecktornet.se,27,private,abottema,5947,2007-06-21
fowlernet.com,23,private,mfowler7,5943,2007-04-21
plaranjeira.pt,23,private,rothwell,5942,2007-06-30
smartupholstery.com.au,20,private,michealc,5939,2007-07-03
pow-travel.com,26,private,marthen,5938,2007-07-15
idea-awards.com,13,private,hyynes,5937,2007-07-18
manosrosarinas.com.ar,5,private,fewe61,5933,2007-05-09
nda.dj,216,private,plentet,5933,2007-07-20
garten-fest.ch,20,private,nadarec,5931,2007-07-16
twigletshouse.net,14,private,feyeleanor,5931,2007-07-24
jutta-schneiderei.ch,15,private,mizi,5929,2007-07-13
tinosmarble.com,4036,private,panoskam,5926,2007-07-30
mxr.ch,33,private,mxrfreednsadmin,5923,2007-07-30
enemyterritory.org,312,public,jiso,5922,2007-08-04
ladeseada.org.ar,27,private,skaraman,5921,2007-06-06
dns1.one.pl,17,private,jariaz,5920,2007-02-04
turismonautico.com.br,18,private,marcossoares,5918,2007-08-01
philipryan.org,21,private,pjr,5917,2007-08-05
fiat500.li,109,public,dahaimc,5915,2007-08-07
gerdo.eu,35,private,gerdo,5915,2007-02-21
gingerdavis.com,27,private,autotelic,5913,2007-08-12
meingrandcasino-bern.ch,11,private,gckb,5911,2007-08-13
sekiolabs.net,15,private,sekio64,5911,2007-08-14
zoji.com,12,private,shendan,5910,2007-08-12
footynews.info,21,private,marloavampire,5908,2007-07-31
mongrandcasino.ch,15,private,gckb,5908,2007-08-17
chatcave.com,18,private,ascom,5907,2007-08-18
fletcher.org.za,31,private,countingteeth,5907,2007-08-10
harz.cl,22,private,stefun,5906,2007-06-30
mygrandcasino.ch,14,private,gckb,5905,2007-08-17
personajes24.com,18,private,macrofox,5904,2007-08-22
regmi.com.np,38,private,sudip,5903,2006-11-17
meier.li,148,public,dahaimc,5903,2007-08-08
moncasino-bern.ch,11,private,gckb,5902,2007-08-17
zhongai.name,16,private,wadezhong,5901,2007-05-23
mediamensen.be,18,private,mdoigny,5900,2007-06-28
alyaf.com,66,private,alyafadmin,5900,2007-08-25
awiki.org,1146,public,carlb613,5899,2007-08-26
mygrandcasino-bern.ch,18,private,gckb,5899,2007-08-17
mycasinobern.ch,16,private,gckb,5898,2007-08-17
wookas.com,18,private,janderia,5898,2007-08-24
voyez.ca,248,public,carlb613,5898,2007-08-27
dialadisc.co.nz,6,private,sciadopitys,5897,2007-07-06
mine.bz,10584,public,carlb613,5897,2007-08-29
notici.as,314,public,carlb613,5897,2007-08-29
mizfar.com,18,private,mizfar,5895,2007-08-30
vaizer.cl,149,public,jdvaizer,5894,2007-08-27
kimmert.com,30,private,zanity,5892,2007-09-02
mycasino-bern.ch,9,private,gckb,5892,2007-08-17
kassemos.com,24,private,dkassemos,5891,2007-09-04
evils.in,2634,public,carlb613,5891,2007-09-03
encyclopedia.tw,139,public,carlb613,5891,2007-08-25
shekinahphotography.com,242,public,shekinah,5890,2007-09-05
wildsurf.net,372,public,jmwild,5889,2007-09-04
pixelfucker.org,170,public,ouroboros,5889,2007-09-06
webs.vc,669,public,carlb613,5888,2007-09-06
southquay.com,154,public,jmwild,5887,2007-09-04
pedie.info,279,public,carlb613,5887,2007-09-03
konstruktion.co.uk,23,private,morphsta,5887,2007-08-31
bryce.ws,20,private,brycehutchings,5885,2007-09-08
harrisoninternational.us,12,private,rifraf,5885,2007-08-24
vlasnn.com,19,private,vlasnn,5883,2007-09-05
timeacc.ro,30,private,buradaf,5883,2007-08-22
softsense.ca,26,private,smaitland,5882,2007-08-23
riscis.com,14,private,nonoski,5881,2007-08-13
dencoliensales.com,21,private,ranunez,5880,2007-07-10
surreyquays.com,128,public,jmwild,5879,2007-09-04
obenaus.com.br,15,private,mobenaus,5879,2007-09-04
maierconsultingconstruction.com,27,private,longpond,5877,2007-02-13
toadfishmonastery.org,142,public,darren996,5877,2007-09-16
rappold.us,17,private,zewtastic,5876,2006-07-20
mudonghoi.org,127,public,mudonghoi,5874,2007-09-20
gelgui.com.ar,14,private,gelgui,5874,2007-08-08
skogh.org,22,private,ganjah,5872,2007-09-05
jundy.org,320,public,jundy,5872,2007-09-19
tscng.org,199,public,jankoh,5870,2007-09-25
metamenu.com,32,private,shanxian,5868,2007-09-13
hammondjackson.com,18,private,netdk101,5868,2007-09-27
reves.cl,171,public,alevera,5867,2007-09-28
xn--ds-bja.info,103,public,carlb613,5866,2007-09-21
allyburns.com,18,private,allyburns,5865,2006-07-08
buholzer.com,17,private,buholzer,5864,2007-07-20
14khawaii.com,21,private,kingkaeru,5864,2007-09-14
castleman.net,207,public,mbcastleman,5864,2007-09-29
ftoranzo.com.ar,80,private,ftoranzo,5861,2007-06-29
oc.com.ar,147,public,odinociai,5861,2007-09-22
wavetool.com,16,private,flyguy,5860,2007-10-03
erkan.nom.tr,17,private,erkankilic,5859,2007-09-16
20aniversario.es,11,private,mluque,5859,2007-10-05
telheiras.org,19,private,cochicho,5857,2007-09-30
montesmdq.com.ar,87,public,sismo,5855,2007-09-17
xoji.com,14,private,shendan,5855,2007-10-05
sazhenec.ru,189,public,vladn,5855,2007-10-06
excited.es,9,private,hastursan,5854,2007-08-15
binaryfront.com,19,private,forgotten,5853,2007-08-13
xogi.com,19,private,shendan,5853,2007-10-05
fourdawgs.com,24,private,rgustafs,5851,2007-08-15
byonics.web.id,23,private,byonics,5849,2006-12-01
daviez.com,9,private,mdavies,5849,2007-09-12
vanscheltinga.eu,17,private,sdvanscheltinga,5849,2007-09-29
thepathfinder.com,19,private,ssdillon,5848,2007-10-17
ame-life.com,153,public,adolfogal,5848,2007-09-26
graylander.com,16,private,graylander,5847,2006-04-30
kimex.com.mx,26,private,maaraujo,5847,2007-09-28
tallison.com,191,public,tg888888,5846,2007-10-17
geocubo.cl,97,public,alevera,5845,2007-09-28
rpcthai.com,28,private,rpcdnsmanager,5844,2007-10-11
theaknights.net,19,private,aknight1,5843,2007-09-29
emprestimosconsignados.com.br,21,private,crivo,5839,2007-10-16
r4d1um.org,18,private,vasara,5838,2007-04-23
alimentoshen.cl,158,public,tshen,5837,2007-10-22
lukewalsh.co.uk,21,private,denislukianov,5834,2006-12-01
thailandhappiness.com,37,private,signupone,5833,2007-10-30
backsater.se,14,private,teehawk,5833,2007-09-29
someone.one.pl,15,private,xawery,5833,2007-10-09
cdcote.com,17,private,cdcote,5832,2007-11-01
manishnene.com,133,public,m1n3s6,5831,2007-10-27
bitjug.com,37,private,jvaldez,5830,2007-10-31
padwick.se,16,private,padman,5829,2007-01-25
kst.ru,154,private,kst404,5826,2007-11-06
kenjuta.com,21,private,mysterious,5825,2007-11-07
chemicalbox.com,24,private,buholzer,5824,2007-07-20
mbyrne.net,27,private,mcbcool,5823,2007-09-12
relaxsightandsound.com,26,private,footzilla,5822,2007-04-09
slackware.org.ve,32,private,gaular,5821,2007-10-02
techmotorsport.com.br,18,private,alexandrebarros,5820,2006-04-05
